id,icij_sar_id,filer_org_name_id,filer_org_name,begin_date,begin_date_year,end_date,end_date_year,originator_bank_id,originator_bank,originator_bank_display,originator_bank_continent,originator_bank_country,originator_iso,beneficiary_bank_id,beneficiary_bank,beneficiary_bank_continent,beneficiary_bank_country,beneficiary_iso,number_transactions,amount_transactions
224860,3884,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 16, 2014",2014,"Jun 16, 2014",2014,credit-suisse-ag,Credit Suisse AG,Credit Suisse AG,Europe,Switzerland,CHE,jpmorgan-chase-bank-london-england-gbr,JPMorgan Chase Bank,Europe,United Kingdom,GBR,1,747469.53
224983,2424,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 25, 2014",2014,"Jun 25, 2014",2014,baltinvestbank,Baltinvestbank,Baltinvestbank,Europe,Russia,RUS,fbme-bank-ltd-nicosia-cyprus-cyp,Fbme Bank Ltd,Europe,Cyprus,CYP,1,5800000
224985,2424,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Mar 19, 2014",2014,"Jul 3, 2014",2014,alfabank,Alfabank,Alfabank,Europe,Russia,RUS,fbme-bank-ltd-nicosia-cyprus-cyp,Fbme Bank Ltd,Europe,Cyprus,CYP,5,7615000
224987,2424,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Mar 27, 2014",2014,"Mar 27, 2014",2014,banque-de-commerce-et-de-placements-s-a,Banque De Commerce Et De Placements SA,Banque De Commerce Et De Placements,Europe,Switzerland,CHE,fbme-bank-ltd-nicosia-cyprus-cyp,Fbme Bank Ltd,Europe,Cyprus,CYP,1,10000000
224993,2390,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Feb 7, 2013",2013,"Feb 15, 2013",2013,jsc-norvik-banka,JSC Norvik Banka,JSC Norvik Banka,Europe,Latvia,LVA,uralsib-bank-oao-moscow-russia-rus,Uralsib Bank OAO,Europe,Russia,RUS,4,3250000
224994,2390,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jan 7, 2013",2013,"Jan 7, 2013",2013,jsc-norvik-banka,JSC Norvik Banka,JSC Norvik Banka,Europe,Latvia,LVA,piraeus-bank-ad-beograd-beograd-serbia-srb,Piraeus Bank Ad Beograd,Europe,Serbia,SRB,1,1190000
224995,2390,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jan 9, 2013",2013,"Mar 18, 2013",2013,jsc-norvik-banka,JSC Norvik Banka,JSC Norvik Banka,Europe,Latvia,LVA,the-national-bank-of-ras-al-khaimah-ras-al-khaimah-uae-are,The National Bank of Ras Al-Khaimah,Asia,United Arab Emirates,ARE,7,1507007.31
224997,2390,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jan 14, 2013",2013,"Mar 28, 2013",2013,jsc-norvik-banka,JSC Norvik Banka,JSC Norvik Banka,Europe,Latvia,LVA,abn-amro-bank-nv-netherlands-nld,ABN Amro Bank N.V.,Europe,Netherlands,NLD,9,1549402.5
224999,2390,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jan 18, 2013",2013,"Mar 18, 2013",2013,jsc-norvik-banka,JSC Norvik Banka,JSC Norvik Banka,Europe,Latvia,LVA,dbs-banktaiwan-ltd-taipei-taiwan-twn,DBS Bank(Taiwan) Ltd,Asia,Taiwan,TWN,7,1820895.54
225002,2390,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jan 9, 2013",2013,"Mar 29, 2013",2013,jsc-norvik-banka,JSC Norvik Banka,JSC Norvik Banka,Europe,Latvia,LVA,sberbank-of-russia-moscow-russia-rus,Sberbank of Russia,Europe,Russia,RUS,39,7065572
225012,2746,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Feb 13, 2015",2015,"Feb 13, 2015",2015,rietumu-banka-jsc,Rietumu Banka JSC,Rietumu Banka JSC,Europe,Latvia,LVA,turkiye-cummuriyeti-ziraat-bankasi-ankara-turkey-tur,Turkiye Cummuriyeti Ziraat Bankasi,Asia,Turkey,TUR,1,55000
225015,2746,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Oct 20, 2014",2014,"Oct 20, 2014",2014,ablv-bank,ABLV Bank,ABLV Bank,Europe,Latvia,LVA,canara-bank-new-delhi-india-ind,Canara Bank,Asia,India,IND,1,99247
225016,2746,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Nov 12, 2014",2014,"Feb 18, 2015",2015,rietumu-banka-jsc,Rietumu Banka JSC,Rietumu Banka JSC,Europe,Latvia,LVA,bank-of-maharashtra-new-delhi-india-ind,Bank of Maharashtra,Asia,India,IND,3,200000
225017,2746,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Dec 2, 2014",2014,"Dec 3, 2014",2014,rietumu-banka-jsc,Rietumu Banka JSC,Rietumu Banka JSC,Europe,Latvia,LVA,asya-katilim-bankasi-as-istanbul-turkey-tur,Asya Katilim Bankasi A.S.,Asia,Turkey,TUR,2,202517.58
225018,2746,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Nov 7, 2014",2014,"Feb 18, 2015",2015,jsc-norvik-banka,JSC Norvik Banka,JSC Norvik Banka,Europe,Latvia,LVA,ab-dnb-bankas-vilnius-lithuania-ltu,AB DNB Bankas,Europe,Lithuania,LTU,2,400000
225020,2746,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 27, 2014",2014,"Jun 27, 2014",2014,credit-suisse-ag,Credit Suisse AG,Credit Suisse AG,Europe,Switzerland,CHE,efg-bank-zurich-switzerland-che,EFG Bank,Europe,Switzerland,CHE,1,705000
225021,2746,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 16, 2014",2014,"Aug 26, 2014",2014,sberbank-of-russia,Sberbank of Russia,Sberbank of Russia,Europe,Russia,RUS,efg-bank-zurich-switzerland-che,EFG Bank,Europe,Switzerland,CHE,35,7896772.43
225038,2457,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jan 25, 2015",2015,"Feb 27, 2015",2015,as-expobank,AS Expobank,AS Expobank,Europe,Latvia,LVA,credit-suisse-ag-zurich-switzerland-che,Credit Suisse AG,Europe,Switzerland,CHE,4,1706554.16
225039,2457,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jan 27, 2015",2015,"Jan 27, 2015",2015,as-expobank,AS Expobank,AS Expobank,Europe,Latvia,LVA,credit-suisse-ag-zurich-switzerland-che,Credit Suisse AG,Europe,Switzerland,CHE,1,2000000
